CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
11477,Mrs.,Christy,Garcia,2/9/1966,S,F,christy11477@adventure-works.com,88804,1,Bachelors,Skilled Manual,N
11478,Mr.,David,Torres,4/15/1990,M,F,david11478@adventure-works.com,54324,1,Bachelors,Management,N
11479,Ms.,Amit,Brown,2/7/1984,M,F,amit11479@adventure-works.com,51524,2,Bachelors,Sales,N
11480,Mrs.,Daniel,Singh,5/8/1981,S,M,daniel11480@adventure-works.com,91517,5,PhD,Professional,N
11481,Dr.,Liam,Smith,8/8/1960,S,M,liam11481@adventure-works.com,116310,5,PhD,Skilled Manual,Y
11482,Ms.,John,Torres,5/19/1995,S,M,john11482@adventure-works.com,31630,0,Masters,Clerical,Y
11483,Mrs.,Liam,Johnson,11/30/1986,M,F,liam11483@adventure-works.com,47204,5,High School,Consultant,Y
11484,Mrs.,Sarah,Sharma,5/2/1970,M,M,sarah11484@adventure-works.com,91313,5,High School,Skilled Manual,Y
11485,Mrs.,David,Davis,5/5/1991,M,M,david11485@adventure-works.com,87006,4,PhD,Skilled Manual,Y
11486,Mr.,Sarah,Taylor,11/10/1962,M,M,sarah11486@adventure-works.com,117949,0,Masters,Sales,Y
11487,Mrs.,Elizabeth,Smith,10/3/1992,S,F,elizabeth11487@adventure-works.com,118098,2,PhD,Sales,Y
11488,Mr.,Marco,Patel,9/3/1990,M,F,marco11488@adventure-works.com,80928,1,High School,Professional,Y
11489,Dr.,Neha,Ruiz,5/15/1962,S,M,neha11489@adventure-works.com,43046,5,PhD,Clerical,Y
11490,Ms.,Noah,Smith,11/6/1991,S,M,noah11490@adventure-works.com,52513,1,Bachelors,Professional,N
11491,Mr.,Priya,Torres,10/3/1984,M,M,priya11491@adventure-works.com,38894,2,Masters,Management,N
11492,Mrs.,David,Taylor,11/5/1965,S,F,david11492@adventure-works.com,55438,3,Masters,Clerical,Y
11493,Mrs.,Priya,Verhoff,9/12/1965,S,F,priya11493@adventure-works.com,53981,0,Masters,Professional,Y
11494,Dr.,Julio,Taylor,1/22/1999,S,M,julio11494@adventure-works.com,83195,5,Masters,Sales,Y
11495,Ms.,Ruben,Miller,2/20/1976,M,M,ruben11495@adventure-works.com,86491,1,Masters,Clerical,Y
11496,Mr.,Daniel,Zhu,2/25/1967,S,M,daniel11496@adventure-works.com,39053,4,Bachelors,Professional,Y
11497,Mrs.,Neha,Sharma,10/28/1978,M,M,neha11497@adventure-works.com,44200,0,Bachelors,Management,Y
11498,Dr.,Liam,Ruiz,9/20/1992,M,M,liam11498@adventure-works.com,102629,4,PhD,Sales,Y
11499,Mrs.,Julio,Ruiz,2/18/1974,S,F,julio11499@adventure-works.com,52287,4,PhD,Professional,N
